Region,Source,Year,Data,Unit
NS,Natural Gas,2006,381,MW
NS,Oil and Diesel,2006,222.3,MW
NS,Hydro,2007,401.2,MW
NS,Wind,2007,42.3,MW
NS,Biomass,2007,66.12,MW
NS,Solar,2007,0,MW
NS,Nuclear,2007,0,MW
NS,Coal,2007,1288,MW
NS,Natural Gas,2007,381,MW
NS,Oil and Diesel,2007,222.3,MW
NS,Hydro,2008,401.2,MW
NS,Wind,2008,43.2,MW
NS,Biomass,2008,66.12,MW
NS,Solar,2008,0,MW
NS,Nuclear,2008,0,MW
NS,Coal,2008,1288,MW
NS,Natural Gas,2008,381,MW
NS,Oil and Diesel,2008,222.3,MW
NS,Hydro,2009,401.2,MW
NS,Wind,2009,43.2,MW
NS,Biomass,2009,66.12,MW
NS,Solar,2009,0,MW
NS,Nuclear,2009,0,MW
NS,Coal,2009,1288,MW
NS,Natural Gas,2009,430,MW
NS,Oil and Diesel,2009,222.3,MW
NS,Hydro,2010,401.2,MW
NS,Wind,2010,122.2,MW
NS,Biomass,2010,66.12,MW
NS,Solar,2010,0,MW
NS,Nuclear,2010,0,MW
NS,Coal,2010,1288,MW
NS,Natural Gas,2010,381,MW
NS,Oil and Diesel,2010,222.3,MW
NS,Hydro,2011,401.2,MW
NS,Wind,2011,216.6,MW
NS,Biomass,2011,66.12,MW
NS,Solar,2011,0,MW
NS,Nuclear,2011,0,MW
NS,Coal,2011,1288,MW
NS,Natural Gas,2011,482,MW
NS,Oil and Diesel,2011,222.3,MW
NS,Hydro,2012,401.2,MW
NS,Wind,2012,320.2,MW
NS,Biomass,2012,66.12,MW
NS,Solar,2012,0,MW
NS,Nuclear,2012,0,MW
NS,Coal,2012,1288,MW
NS,Natural Gas,2012,482,MW
NS,Oil and Diesel,2012,222.3,MW
NS,Hydro,2013,401.2,MW
NS,Wind,2013,326.17,MW
NS,Biomass,2013,66.12,MW
NS,Solar,2013,0.365,MW
NS,Nuclear,2013,0,MW
NS,Coal,2013,1252,MW
NS,Natural Gas,2013,482.01,MW
NS,Oil and Diesel,2013,222.3,MW
NS,Hydro,2014,388.2,MW
NS,Wind,2014,328.17,MW
NS,Biomass,2014,112.56,MW
NS,Solar,2014,0.365,MW
NS,Nuclear,2014,0,MW
NS,Coal,2014,1252,MW
NS,Natural Gas,2014,482.01,MW
NS,Oil and Diesel,2014,222.3,MW
NS,Hydro,2015,388.2,MW
NS,Wind,2015,443.97,MW
NS,Biomass,2015,112.56,MW
NS,Solar,2015,0.365,MW
NS,Nuclear,2015,0,MW
NS,Coal,2015,1252,MW
NS,Natural Gas,2015,482.01,MW
NS,Oil and Diesel,2015,222.3,MW
NS,Hydro,2016,388.2,MW
NS,Wind,2016,515.4,MW
NS,Biomass,2016,127.56,MW
NS,Solar,2016,0.365,MW
NS,Nuclear,2016,0,MW
NS,Coal,2016,1252,MW
NS,Natural Gas,2016,482.01,MW
NS,Oil and Diesel,2016,222.3,MW
NL,Hydro,2005,6790.681,MW
NL,Wind,2005,0,MW
NL,Biomass,2005,15,MW
NL,Solar,2005,0,MW
NL,Nuclear,2005,0,MW
NL,Coal,2005,0,MW
NL,Natural Gas,2005,103,MW
NL,Oil and Diesel,2005,783.7,MW
NL,Hydro,2006,6790.681,MW
NL,Wind,2006,0,MW
NL,Biomass,2006,15,MW
NL,Solar,2006,0,MW
NL,Nuclear,2006,0,MW
NL,Coal,2006,0,MW
NL,Natural Gas,2006,103,MW
NL,Oil and Diesel,2006,783.7,MW
NL,Hydro,2007,6790.681,MW
NL,Wind,2007,0,MW
NL,Biomass,2007,15,MW
NL,Solar,2007,0,MW
NL,Nuclear,2007,0,MW
NL,Coal,2007,0,MW
NL,Natural Gas,2007,103,MW
NL,Oil and Diesel,2007,783.7,MW
NL,Hydro,2008,6790.681,MW
NL,Wind,2008,0,MW
NL,Biomass,2008,15,MW
NL,Solar,2008,0,MW
NL,Nuclear,2008,0,MW
NL,Coal,2008,0,MW
NL,Natural Gas,2008,103,MW
NL,Oil and Diesel,2008,783.7,MW
NL,Hydro,2009,6790.681,MW
NL,Wind,2009,54,MW
NL,Biomass,2009,15,MW
NL,Solar,2009,0,MW
NL,Nuclear,2009,0,MW
NL,Coal,2009,0,MW
NL,Natural Gas,2009,103,MW
NL,Oil and Diesel,2009,722.29,MW
NL,Hydro,2010,6790.681,MW
NL,Wind,2010,54,MW
NL,Biomass,2010,15,MW
NL,Solar,2010,0,MW
NL,Nuclear,2010,0,MW
NL,Coal,2010,0,MW
NL,Natural Gas,2010,103,MW
NL,Oil and Diesel,2010,722.29,MW
NL,Hydro,2011,6793.681,MW
NL,Wind,2011,54.3,MW
NL,Biomass,2011,15,MW
NL,Solar,2011,0,MW
NL,Nuclear,2011,0,MW
NL,Coal,2011,0,MW
NL,Natural Gas,2011,103,MW
NL,Oil and Diesel,2011,722.29,MW
NL,Hydro,2012,6793.681,MW
NL,Wind,2012,54.3,MW
NL,Biomass,2012,15,MW
NL,Solar,2012,0,MW
NL,Nuclear,2012,0,MW
NL,Coal,2012,0,MW
NL,Natural Gas,2012,103,MW
NL,Oil and Diesel,2012,722.29,MW
NL,Hydro,2013,6793.681,MW
NL,Wind,2013,54.3,MW
NL,Biomass,2013,15,MW
NL,Solar,2013,0.015,MW
NL,Nuclear,2013,0,MW
NL,Coal,2013,0,MW
NL,Natural Gas,2013,103,MW
NL,Oil and Diesel,2013,722.29,MW
NL,Hydro,2014,6793.681,MW
NL,Wind,2014,54.3,MW
NL,Biomass,2014,15,MW
NL,Solar,2014,0.015,MW
NL,Nuclear,2014,0,MW
NL,Coal,2014,0,MW
NL,Natural Gas,2014,103,MW
NL,Oil and Diesel,2014,736.99,MW
NL,Hydro,2015,6793.681,MW
NL,Wind,2015,54.3,MW
NL,Biomass,2015,15,MW
NL,Solar,2015,0.015,MW
NL,Nuclear,2015,0,MW
NL,Coal,2015,0,MW
NL,Natural Gas,2015,103,MW
NL,Oil and Diesel,2015,736.99,MW
NL,Hydro,2016,6793.681,MW
NL,Wind,2016,54.3,MW
NL,Biomass,2016,15,MW
NL,Solar,2016,0.015,MW
NL,Nuclear,2016,0,MW
NL,Coal,2016,0,MW
NL,Natural Gas,2016,103,MW
NL,Oil and Diesel,2016,736.99,MW
PE,Hydro,2005,0,MW
PE,Wind,2005,13,MW
PE,Biomass,2005,2.1,MW
PE,Solar,2005,0,MW
PE,Nuclear,2005,0,MW
PE,Coal,2005,0,MW
PE,Natural Gas,2005,0,MW
PE,Oil and Diesel,2005,160.5,MW
PE,Hydro,2006,0,MW
PE,Wind,2006,13,MW
PE,Biomass,2006,2.1,MW
PE,Solar,2006,0,MW
PE,Nuclear,2006,0,MW
PE,Coal,2006,0,MW
PE,Natural Gas,2006,0,MW
PE,Oil and Diesel,2006,160.5,MW
PE,Hydro,2007,0,MW
PE,Wind,2007,72,MW
PE,Biomass,2007,2.1,MW
PE,Solar,2007,0,MW
PE,Nuclear,2007,0,MW
PE,Coal,2007,0,MW
PE,Natural Gas,2007,0,MW
PE,Oil and Diesel,2007,160.5,MW
PE,Hydro,2008,0,MW
PE,Wind,2008,72,MW
PE,Biomass,2008,2.1,MW
PE,Solar,2008,0,MW
PE,Nuclear,2008,0,MW
PE,Coal,2008,0,MW
PE,Natural Gas,2008,0,MW
PE,Oil and Diesel,2008,160.45,MW
PE,Hydro,2009,0,MW
PE,Wind,2009,151,MW
PE,Biomass,2009,2.1,MW
PE,Solar,2009,0,MW
PE,Nuclear,2009,0,MW
PE,Coal,2009,0,MW
PE,Natural Gas,2009,0,MW
PE,Oil and Diesel,2009,160,MW
PE,Hydro,2010,0,MW
PE,Wind,2010,163,MW
PE,Biomass,2010,2.1,MW
PE,Solar,2010,0,MW
PE,Nuclear,2010,0,MW
PE,Coal,2010,0,MW
PE,Natural Gas,2010,0,MW
PE,Oil and Diesel,2010,160.45,MW
PE,Hydro,2011,0,MW
PE,Wind,2011,163,MW
PE,Biomass,2011,2.1,MW
PE,Solar,2011,0,MW
PE,Nuclear,2011,0,MW
PE,Coal,2011,0,MW
PE,Natural Gas,2011,0,MW
PE,Oil and Diesel,2011,160.45,MW
PE,Hydro,2012,0,MW
PE,Wind,2012,163,MW
PE,Biomass,2012,2.1,MW
PE,Solar,2012,0,MW
PE,Nuclear,2012,0,MW
PE,Coal,2012,0,MW
PE,Natural Gas,2012,0,MW
PE,Oil and Diesel,2012,160.45,MW
PE,Hydro,2013,0,MW
PE,Wind,2013,173,MW
PE,Biomass,2013,2.1,MW
PE,Solar,2013,0,MW
PE,Nuclear,2013,0,MW
PE,Coal,2013,0,MW
PE,Natural Gas,2013,0,MW
PE,Oil and Diesel,2013,160.45,MW
PE,Hydro,2014,0,MW
PE,Wind,2014,202.98,MW
PE,Biomass,2014,2.1,MW
PE,Solar,2014,0,MW
PE,Nuclear,2014,0,MW
PE,Coal,2014,0,MW
PE,Natural Gas,2014,0,MW
PE,Oil and Diesel,2014,160.45,MW
PE,Hydro,2015,0,MW
PE,Wind,2015,203.28,MW
PE,Biomass,2015,2.1,MW
PE,Solar,2015,0,MW
PE,Nuclear,2015,0,MW
PE,Coal,2015,0,MW
PE,Natural Gas,2015,0,MW
PE,Oil and Diesel,2015,160.45,MW
PE,Hydro,2016,0,MW
PE,Wind,2016,203.28,MW
PE,Biomass,2016,2.1,MW
PE,Solar,2016,0,MW
PE,Nuclear,2016,0,MW
PE,Coal,2016,0,MW
PE,Natural Gas,2016,0,MW
PE,Oil and Diesel,2016,160.45,MW
YT,Hydro,2005,77.9,MW
YT,Wind,2005,0.81,MW
YT,Biomass,2005,0,MW
YT,Solar,2005,0,MW
YT,Nuclear,2005,0,MW
YT,Coal,2005,0,MW
YT,Natural Gas,2005,0,MW
YT,Oil and Diesel,2005,33.34,MW
YT,Hydro,2006,77.9,MW
YT,Wind,2006,0.81,MW
YT,Biomass,2006,0,MW
YT,Solar,2006,0,MW
YT,Nuclear,2006,0,MW
YT,Coal,2006,0,MW
YT,Natural Gas,2006,0,MW
YT,Oil and Diesel,2006,33.34,MW
YT,Hydro,2007,77.9,MW
YT,Wind,2007,0.81,MW
YT,Biomass,2007,0,MW
YT,Solar,2007,0,MW
YT,Nuclear,2007,0,MW
YT,Coal,2007,0,MW
YT,Natural Gas,2007,0,MW
YT,Oil and Diesel,2007,33.34,MW
YT,Hydro,2008,77.9,MW
YT,Wind,2008,0.81,MW
YT,Biomass,2008,0,MW
YT,Solar,2008,0,MW
YT,Nuclear,2008,0,MW
YT,Coal,2008,0,MW
YT,Natural Gas,2008,0,MW
YT,Oil and Diesel,2008,33.34,MW
YT,Hydro,2009,77.9,MW
YT,Wind,2009,0.81,MW
YT,Biomass,2009,0,MW
YT,Solar,2009,0,MW
YT,Nuclear,2009,0,MW
YT,Coal,2009,0,MW
YT,Natural Gas,2009,0,MW
YT,Oil and Diesel,2009,33.34,MW
YT,Hydro,2010,77.9,MW
YT,Wind,2010,0.81,MW
YT,Biomass,2010,0,MW
YT,Solar,2010,0,MW
YT,Nuclear,2010,0,MW
YT,Coal,2010,0,MW
YT,Natural Gas,2010,0,MW
YT,Oil and Diesel,2010,33.57,MW
YT,Hydro,2011,87.9,MW
YT,Wind,2011,0.81,MW
YT,Biomass,2011,0,MW
YT,Solar,2011,0,MW
YT,Nuclear,2011,0,MW
YT,Coal,2011,0,MW
YT,Natural Gas,2011,0,MW
YT,Oil and Diesel,2011,33.57,MW
YT,Hydro,2012,95.2,MW
YT,Wind,2012,0.81,MW
YT,Biomass,2012,0,MW
YT,Solar,2012,0,MW
YT,Nuclear,2012,0,MW
YT,Coal,2012,0,MW
YT,Natural Gas,2012,0,MW
YT,Oil and Diesel,2012,33.57,MW
YT,Hydro,2013,94.5,MW
YT,Wind,2013,0.81,MW
YT,Biomass,2013,0,MW
YT,Solar,2013,0.044,MW
YT,Nuclear,2013,0,MW
YT,Coal,2013,0,MW
YT,Natural Gas,2013,0,MW
YT,Oil and Diesel,2013,33.57,MW
YT,Hydro,2014,94.5,MW
YT,Wind,2014,0.81,MW
YT,Biomass,2014,0,MW
YT,Solar,2014,0.044,MW
YT,Nuclear,2014,0,MW
YT,Coal,2014,0,MW
YT,Natural Gas,2014,0,MW
YT,Oil and Diesel,2014,33.57,MW
YT,Hydro,2015,94.5,MW
YT,Wind,2015,0.81,MW
YT,Biomass,2015,0,MW
YT,Solar,2015,0.044,MW
YT,Nuclear,2015,0,MW
YT,Coal,2015,0,MW
YT,Natural Gas,2015,4.4,MW
YT,Oil and Diesel,2015,24.57,MW
YT,Hydro,2016,94.5,MW
YT,Wind,2016,0.81,MW
YT,Biomass,2016,0,MW
YT,Solar,2016,0.144,MW
YT,Nuclear,2016,0,MW
YT,Coal,2016,0,MW
YT,Natural Gas,2016,4.4,MW
YT,Oil and Diesel,2016,24.57,MW
NT,Hydro,2005,55.48,MW
NT,Wind,2005,0,MW
NT,Biomass,2005,0,MW
NT,Solar,2005,0,MW
NT,Nuclear,2005,0,MW
NT,Coal,2005,0,MW
NT,Natural Gas,2005,35,MW
NT,Oil and Diesel,2005,114,MW
NT,Hydro,2006,55.48,MW
NT,Wind,2006,0,MW
NT,Biomass,2006,0,MW
NT,Solar,2006,0,MW
NT,Nuclear,2006,0,MW
NT,Coal,2006,0,MW
NT,Natural Gas,2006,35,MW
NT,Oil and Diesel,2006,75,MW
NT,Hydro,2007,55.48,MW
NT,Wind,2007,0,MW
NT,Biomass,2007,0,MW
NT,Solar,2007,0,MW
NT,Nuclear,2007,0,MW
NT,Coal,2007,0,MW
NT,Natural Gas,2007,27.2,MW
NT,Oil and Diesel,2007,80,MW
NT,Hydro,2008,55.48,MW
NT,Wind,2008,0,MW
NT,Biomass,2008,0,MW
NT,Solar,2008,0,MW
NT,Nuclear,2008,0,MW
NT,Coal,2008,0,MW
NT,Natural Gas,2008,27.2,MW
NT,Oil and Diesel,2008,84,MW
NT,Hydro,2009,55.48,MW
NT,Wind,2009,0,MW
NT,Biomass,2009,0,MW
NT,Solar,2009,0,MW
NT,Nuclear,2009,0,MW
NT,Coal,2009,0,MW
NT,Natural Gas,2009,27.2,MW
NT,Oil and Diesel,2009,100,MW
NT,Hydro,2010,55.48,MW
NT,Wind,2010,0,MW
NT,Biomass,2010,0,MW
NT,Solar,2010,0,MW
NT,Nuclear,2010,0,MW
NT,Coal,2010,0,MW
NT,Natural Gas,2010,27.2,MW
NT,Oil and Diesel,2010,100,MW
NT,Hydro,2011,55.48,MW
NT,Wind,2011,0,MW
NT,Biomass,2011,0,MW
NT,Solar,2011,0,MW
NT,Nuclear,2011,0,MW
NT,Coal,2011,0,MW
NT,Natural Gas,2011,27.2,MW
NT,Oil and Diesel,2011,100,MW
NT,Hydro,2012,55.48,MW
NT,Wind,2012,9.2,MW
NT,Biomass,2012,0,MW
NT,Solar,2012,0,MW
NT,Nuclear,2012,0,MW
NT,Coal,2012,0,MW
NT,Natural Gas,2012,27.2,MW
NT,Oil and Diesel,2012,100,MW
NT,Hydro,2013,55.48,MW
NT,Wind,2013,9.2,MW
NT,Biomass,2013,0,MW
NT,Solar,2013,0.265,MW
NT,Nuclear,2013,0,MW
NT,Coal,2013,0,MW
NT,Natural Gas,2013,27.2,MW
NT,Oil and Diesel,2013,104,MW
NT,Hydro,2014,55.48,MW
NT,Wind,2014,9.2,MW
NT,Biomass,2014,0,MW
NT,Solar,2014,0.415,MW
NT,Nuclear,2014,0,MW
NT,Coal,2014,0,MW
NT,Natural Gas,2014,27.2,MW
NT,Oil and Diesel,2014,78,MW
NT,Hydro,2015,55.48,MW
NT,Wind,2015,9.2,MW
NT,Biomass,2015,0,MW
NT,Solar,2015,0.815,MW
NT,Nuclear,2015,0,MW
NT,Coal,2015,0,MW
NT,Natural Gas,2015,27.2,MW
NT,Oil and Diesel,2015,94,MW
NT,Hydro,2016,55.48,MW
NT,Wind,2016,9.2,MW
NT,Biomass,2016,0,MW
NT,Solar,2016,1.215,MW
NT,Nuclear,2016,0,MW
NT,Coal,2016,0,MW
NT,Natural Gas,2016,27.2,MW
NT,Oil and Diesel,2016,94.06,MW
NU,Hydro,2005,0,MW
NU,Wind,2005,0,MW
NU,Biomass,2005,0,MW
NU,Solar,2005,0,MW
NU,Nuclear,2005,0,MW
NU,Coal,2005,0,MW
NU,Natural Gas,2005,0,MW
NU,Oil and Diesel,2005,54.28,MW
NU,Hydro,2006,0,MW
NU,Wind,2006,0,MW
NU,Biomass,2006,0,MW
NU,Solar,2006,0,MW
NU,Nuclear,2006,0,MW
NU,Coal,2006,0,MW
NU,Natural Gas,2006,0,MW
NU,Oil and Diesel,2006,54.28,MW
NU,Hydro,2007,0,MW
NU,Wind,2007,0,MW
NU,Biomass,2007,0,MW
NU,Solar,2007,0,MW
NU,Nuclear,2007,0,MW
NU,Coal,2007,0,MW
NU,Natural Gas,2007,0,MW
NU,Oil and Diesel,2007,54.28,MW
NU,Hydro,2008,0,MW
NU,Wind,2008,0,MW
NU,Biomass,2008,0,MW
NU,Solar,2008,0,MW
NU,Nuclear,2008,0,MW
NU,Coal,2008,0,MW
NU,Natural Gas,2008,0,MW
NU,Oil and Diesel,2008,54.28,MW
NU,Hydro,2009,0,MW
NU,Wind,2009,0,MW
NU,Biomass,2009,0,MW
NU,Solar,2009,0,MW
NU,Nuclear,2009,0,MW
NU,Coal,2009,0,MW
NU,Natural Gas,2009,0,MW
NU,Oil and Diesel,2009,54.28,MW
NU,Hydro,2010,0,MW
NU,Wind,2010,0,MW
NU,Biomass,2010,0,MW
NU,Solar,2010,0,MW
NU,Nuclear,2010,0,MW
NU,Coal,2010,0,MW
NU,Natural Gas,2010,0,MW
NU,Oil and Diesel,2010,54.28,MW
NU,Hydro,2011,0,MW
NU,Wind,2011,0,MW
NU,Biomass,2011,0,MW
NU,Solar,2011,0,MW
NU,Nuclear,2011,0,MW
NU,Coal,2011,0,MW
NU,Natural Gas,2011,0,MW
NU,Oil and Diesel,2011,54.28,MW
NU,Hydro,2012,0,MW
NU,Wind,2012,0,MW
NU,Biomass,2012,0,MW
NU,Solar,2012,0,MW
NU,Nuclear,2012,0,MW
NU,Coal,2012,0,MW
NU,Natural Gas,2012,0,MW
NU,Oil and Diesel,2012,54.28,MW
NU,Hydro,2013,0,MW
NU,Wind,2013,0,MW
NU,Biomass,2013,0,MW
NU,Solar,2013,0.033,MW
NU,Nuclear,2013,0,MW
NU,Coal,2013,0,MW
NU,Natural Gas,2013,0,MW
NU,Oil and Diesel,2013,54.28,MW
NU,Hydro,2014,0,MW
NU,Wind,2014,0,MW
NU,Biomass,2014,0,MW
NU,Solar,2014,0.033,MW
NU,Nuclear,2014,0,MW
NU,Coal,2014,0,MW
NU,Natural Gas,2014,0,MW
NU,Oil and Diesel,2014,54.28,MW
NU,Hydro,2015,0,MW
NU,Wind,2015,0,MW
NU,Biomass,2015,0,MW
NU,Solar,2015,0.033,MW
NU,Nuclear,2015,0,MW
NU,Coal,2015,0,MW
NU,Natural Gas,2015,0,MW
NU,Oil and Diesel,2015,54.28,MW
NU,Hydro,2016,0,MW
NU,Wind,2016,0,MW
NU,Biomass,2016,0,MW
NU,Solar,2016,0.133,MW
NU,Nuclear,2016,0,MW
NU,Coal,2016,0,MW
NU,Natural Gas,2016,0,MW
NU,Oil and Diesel,2016,54.28,MW
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
